,Project,Version,Bugged,NumberOfFields,NumberOfPublicFields,NumberOfPublicMethods_Designite,NumberOfChildren,DepthOfInheritance,LOCClass,LCOM,FANIN,FANOUT,TotalNumberOfOperators,NumberOfDistinctOperators,TotalNumberOfOperands,NumberOfDistinctOperands,Length,Vocabulary,Volume,Difficulty,Effort,CBO,WMC_CK,RFC,LOCMethod_CK,Returns,NumberOfVariables,NumberOfParameters_CK,NumberOfLoops,NumberOfComparisons,NumberOfTryCatch,NumberOfParenthesizedExps,NumberOfStringLiterals,NumberOfNumbers,NumberOfAssignments,NumberOfMathOperations,MaxNumberOfNestedBlocks,NumberOfAnonymousClasses,NumberOfInnerClasses,NumberOfLambdas,NumberOfUniqueWords,NumberOfModifiers,NumberOfLogStatements,index
137964,pulsar,v1.21.0-incubating-candidate-3,False,1.0,0.0,5.0,0.0,2.0,69.0,0.43,0.0,3.0,937.0,32.0,666.0,182.0,1603.0,214.0,12409.57,58.55,726573.6,11.17,1.33,5.0,6.83,0.67,1.0,3.83,0.0,0.0,0.17,0.17,6.83,1.17,1.67,0.0,0.33,0.0,0.0,0.0,20.83,1.67,0.17,381
137965,pulsar,v1.21.0-incubating-candidate-3,False,5.0,0.0,33.0,1.0,1.0,1112.0,0.12,3.0,30.0,9304.0,51.0,5832.0,705.0,15136.0,756.0,144734.1,210.94,30530888.81,12.76,4.38,13.14,22.86,0.51,3.54,4.03,0.24,0.22,0.89,0.08,8.73,2.08,3.62,0.16,1.78,0.05,0.0,0.38,40.62,1.7,1.27,381
137966,pulsar,v1.21.0-incubating-candidate-3,False,1.0,0.0,5.0,0.0,1.0,121.0,0.0,1.0,2.0,1130.0,35.0,761.0,216.0,1891.0,251.0,15074.19,61.66,929400.51,9.0,2.0,7.0,11.0,1.0,0.5,0.5,0.0,0.0,1.0,0.0,6.0,2.0,0.5,0.0,1.0,0.0,0.0,0.5,28.0,1.0,1.0,381
137967,pulsar,v1.21.0-incubating-candidate-3,False,1.0,0.0,5.0,0.0,1.0,87.0,0.0,1.0,5.0,902.0,30.0,590.0,140.0,1492.0,170.0,11054.81,63.21,698822.0,12.67,2.33,9.33,12.67,0.67,1.0,1.67,0.0,0.0,1.0,0.0,5.67,1.33,1.0,0.0,1.0,0.0,0.0,0.0,28.0,1.0,1.0,381
137968,pulsar,v1.21.0-incubating-candidate-3,False,1.0,0.0,6.0,0.0,0.0,37.0,0.67,0.0,3.0,250.0,19.0,197.0,77.0,447.0,96.0,2943.48,24.31,71541.81,1.83,1.0,3.17,5.33,0.33,1.5,0.33,0.0,0.0,0.0,0.0,0.67,0.17,1.5,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,381
137969,pulsar,v1.21.0-incubating-candidate-3,False,0.0,0.0,4.0,0.0,0.0,12.0,-1.0,0.0,2.0,250.0,19.0,197.0,77.0,447.0,96.0,2943.48,24.31,71541.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381
137970,pulsar,v1.21.0-incubating-candidate-3,False,0.0,0.0,1.0,0.0,1.0,117.0,-1.0,1.0,3.0,828.0,22.0,675.0,92.0,1503.0,114.0,10269.83,80.71,828842.56,4.75,1.25,7.75,28.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,40.75,0.25,0.25,0.0,0.25,0.0,0.0,0.0,8.25,4.5,0.0,381
137971,pulsar,v1.21.0-incubating-candidate-3,False,18.0,0.0,9.0,1.0,0.0,139.0,0.33,1.0,12.0,770.0,32.0,556.0,163.0,1326.0,195.0,10087.32,54.58,550532.51,2.14,1.19,2.62,5.43,0.33,0.38,0.62,0.0,0.05,0.05,0.0,0.62,0.33,1.05,0.24,0.19,0.0,0.0,0.05,11.43,103.95,0.05,381
137972,pulsar,v1.21.0-incubating-candidate-3,False,0.0,0.0,4.0,0.0,0.0,12.0,-1.0,1.0,1.0,770.0,32.0,556.0,163.0,1326.0,195.0,10087.32,54.58,550532.51,1.0,1.0,0.5,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,1.0,0.0,381
137973,pulsar,v1.21.0-incubating-candidate-3,False,0.0,0.0,5.0,0.0,0.0,17.0,-1.0,1.0,0.0,76.0,14.0,54.0,24.0,130.0,38.0,682.23,15.75,10745.13,0.9,1.0,0.9,3.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.5,1.0,0.0,381
137974,pulsar,v1.21.0-incubating-candidate-3,False,0.0,0.0,1.0,0.0,0.0,41.0,-1.0,0.0,4.0,285.0,21.0,195.0,65.0,480.0,86.0,3084.61,31.5,97165.12,4.5,2.0,7.5,19.5,0.5,4.5,0.0,0.0,0.0,1.0,0.0,4.5,2.0,4.5,0.0,0.5,0.0,0.0,0.0,14.0,1.5,0.0,381
137975,pulsar,v1.21.0-incubating-candidate-3,False,12.0,0.0,10.0,0.0,0.0,676.0,0.0,0.0,26.0,5467.0,49.0,3606.0,565.0,9073.0,614.0,84034.99,156.37,13140245.94,6.63,3.11,13.44,24.07,0.22,7.85,1.3,1.37,0.26,0.04,1.04,5.19,12.56,9.67,3.89,1.15,0.0,0.0,0.04,34.22,1.33,0.37,381
137976,pulsar,v1.21.0-incubating-candidate-3,False,0.0,0.0,1.0,0.0,0.0,13.0,-1.0,2.0,4.0,141.0,25.0,125.0,38.0,266.0,63.0,1589.96,41.12,65376.5,3.0,2.0,2.0,11.0,1.0,5.0,5.0,1.0,0.0,0.0,2.0,0.0,5.0,7.0,10.0,1.0,0.0,0.0,0.0,12.0,9.0,0.0,381
137977,pulsar,v1.21.0-incubating-candidate-3,False,19.0,0.0,9.0,0.0,0.0,335.0,0.24,1.0,26.0,2365.0,44.0,1646.0,366.0,4011.0,410.0,34813.39,98.94,3444433.46,4.37,1.42,7.84,16.05,0.53,3.11,0.84,0.16,0.05,0.11,0.68,2.84,3.79,5.0,0.84,0.42,0.05,0.0,0.11,21.47,2.47,0.05,381
137978,pulsar,v1.21.0-incubating-candidate-3,False,0.0,0.0,1.0,0.0,0.0,34.0,-1.0,0.0,7.0,280.0,17.0,200.0,64.0,480.0,81.0,3043.13,26.56,80833.09,7.5,1.0,7.5,16.0,0.5,5.5,0.0,0.0,0.0,0.0,1.5,3.0,3.0,5.5,0.0,0.0,0.0,0.0,0.0,19.5,1.5,0.0,381
137979,pulsar,v1.21.0-incubating-candidate-3,False,18.0,0.0,11.0,0.0,0.0,326.0,0.4,0.0,34.0,2685.0,37.0,1930.0,413.0,4615.0,450.0,40675.6,86.45,3516518.9,7.13,1.8,10.53,18.33,0.0,5.53,0.33,0.07,0.6,0.0,0.4,5.2,7.67,7.07,1.87,0.2,0.0,0.0,0.0,23.53,1.53,0.27,381
137980,pulsar,v1.21.0-incubating-candidate-3,False,0.0,0.0,1.0,0.0,0.0,14.0,-1.0,0.0,3.0,36.0,11.0,42.0,24.0,78.0,35.0,400.08,9.63,3850.81,3.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,1.0,0.0,381
137981,pulsar,v1.21.0-incubating-candidate-3,False,0.0,0.0,3.0,0.0,1.0,11.0,-1.0,0.0,0.0,35.0,9.0,27.0,14.0,62.0,23.0,280.46,8.68,2434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381
137982,pulsar,v1.21.0-incubating-candidate-3,False,0.0,0.0,3.0,1.0,0.0,11.0,-1.0,0.0,0.0,35.0,9.0,27.0,14.0,62.0,23.0,280.46,8.68,2434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381
137983,pulsar,v1.21.0-incubating-candidate-3,False,0.0,0.0,0.0,0.0,0.0,10.0,-1.0,4.0,0.0,21.0,7.0,22.0,17.0,43.0,24.0,197.15,4.53,892.99,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,381
137984,pulsar,v1.21.0-incubating-candidate-3,False,0.0,0.0,0.0,0.0,0.0,12.0,-1.0,1.0,2.0,22.0,10.0,25.0,17.0,47.0,27.0,223.48,7.35,1643.23,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,381
137985,pulsar,v1.21.0-incubating-candidate-3,False,2.0,1.0,6.0,0.0,0.0,29.0,0.5,3.0,1.0,103.0,18.0,63.0,35.0,166.0,53.0,950.83,16.2,15403.52,0.25,1.25,0.75,4.0,0.75,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,4.25,1.0,0.0,381
137986,pulsar,v1.21.0-incubating-candidate-3,False,10.0,0.0,8.0,0.0,0.0,111.0,0.27,2.0,3.0,601.0,35.0,384.0,149.0,985.0,184.0,7410.71,45.1,334227.93,1.33,1.78,4.11,11.78,0.33,0.33,0.11,0.0,0.0,0.22,0.0,1.33,0.22,0.56,0.0,0.56,0.33,0.0,0.0,17.78,0.89,1.33,381
137987,pulsar,v1.21.0-incubating-candidate-3,False,0.0,0.0,0.0,0.0,0.0,7.0,-1.0,1.0,0.0,601.0,35.0,384.0,149.0,985.0,184.0,7410.71,45.1,334227.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381
137988,pulsar,v1.21.0-incubating-candidate-3,False,0.0,0.0,2.0,0.0,0.0,7.0,-1.0,0.0,2.0,17.0,8.0,15.0,15.0,32.0,23.0,144.75,4.0,579.02,1.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,1.0,0.0,381
137989,pulsar,v1.21.0-incubating-candidate-3,False,3.0,0.0,4.0,0.0,0.0,34.0,0.0,13.0,0.0,103.0,16.0,65.0,24.0,168.0,40.0,894.08,21.67,19371.82,1.0,1.0,0.0,3.67,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.33,1.0,0.0,381
137990,pulsar,v1.21.0-incubating-candidate-3,False,2.0,0.0,4.0,0.0,0.0,81.0,-1.0,15.0,4.0,230.0,21.0,204.0,82.0,434.0,103.0,2901.94,26.12,75804.37,0.73,1.07,0.4,2.2,0.2,0.33,0.13,0.0,0.0,0.07,0.0,0.07,0.0,0.33,0.0,0.13,0.0,0.0,0.0,11.13,0.67,0.07,381
137991,pulsar,v1.21.0-incubating-candidate-3,False,0.0,0.0,0.0,0.0,0.0,5.0,-1.0,2.0,1.0,12.0,8.0,11.0,11.0,23.0,19.0,97.7,4.0,390.81,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,381
137992,pulsar,v1.21.0-incubating-candidate-3,False,0.0,0.0,3.0,0.0,0.0,5.0,-1.0,8.0,0.0,26.0,10.0,20.0,19.0,46.0,29.0,223.47,5.26,1176.14,1.33,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67,1.0,0.0,381
137993,pulsar,v1.21.0-incubating-candidate-3,False,2.0,0.0,2.0,0.0,0.0,18.0,0.0,0.0,0.0,78.0,21.0,60.0,39.0,138.0,60.0,815.15,16.15,13167.82,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,381
137994,pulsar,v1.21.0-incubating-candidate-3,False,2.0,0.0,2.0,0.0,0.0,18.0,0.0,1.0,0.0,77.0,19.0,57.0,35.0,134.0,54.0,771.15,15.47,11930.87,1.0,2.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,381
137995,pulsar,v1.21.0-incubating-candidate-3,False,0.0,0.0,0.0,0.0,0.0,12.0,-1.0,0.0,2.0,23.0,10.0,26.0,18.0,49.0,28.0,235.56,7.22,1701.27,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,381
137996,pulsar,v1.21.0-incubating-candidate-3,False,2.0,0.0,2.0,0.0,0.0,18.0,0.0,1.0,0.0,75.0,19.0,58.0,36.0,133.0,55.0,768.92,15.31,11768.76,1.0,2.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,381
137997,pulsar,v1.21.0-incubating-candidate-3,False,0.0,0.0,0.0,0.0,0.0,55.0,-1.0,1.0,2.0,87.0,10.0,77.0,38.0,164.0,48.0,915.93,10.13,9279.86,0.36,0.91,0.0,0.91,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.55,0.0,0.0,381
137998,pulsar,v1.21.0-incubating-candidate-3,False,0.0,0.0,0.0,0.0,0.0,27.0,-1.0,2.0,3.0,59.0,15.0,54.0,27.0,113.0,42.0,609.33,15.0,9139.98,3.0,1.5,0.0,4.5,1.0,0.0,2.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,28.5,4.0,0.0,381
137999,pulsar,v1.21.0-incubating-candidate-3,False,0.0,0.0,1.0,0.0,0.0,5.0,-1.0,1.0,0.0,20.0,10.0,20.0,18.0,40.0,28.0,192.29,5.56,1068.3,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,381
138000,pulsar,v1.21.0-incubating-candidate-3,False,0.0,0.0,4.0,0.0,0.0,6.0,-1.0,8.0,1.0,43.0,13.0,38.0,24.0,81.0,37.0,421.97,10.29,4342.73,0.75,1.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1025.0,0.0,381
138001,pulsar,v1.21.0-incubating-candidate-3,False,0.0,0.0,3.0,0.0,0.0,5.0,-1.0,8.0,1.0,22.0,9.0,19.0,17.0,41.0,26.0,192.72,5.03,969.26,0.67,1.0,0.0,1.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,381
138002,pulsar,v1.21.0-incubating-candidate-3,False,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,2.0,0.0,9.0,6.0,8.0,8.0,17.0,14.0,64.73,3.0,194.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381
138003,pulsar,v1.21.0-incubating-candidate-3,False,0.0,0.0,4.0,0.0,0.0,6.0,-1.0,2.0,1.0,28.0,11.0,24.0,18.0,52.0,29.0,252.62,7.33,1852.51,0.75,1.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1025.0,0.0,381
138004,pulsar,v1.21.0-incubating-candidate-3,False,9.0,0.0,5.0,0.0,0.0,128.0,0.4,0.0,15.0,1194.0,21.0,807.0,178.0,2001.0,199.0,15280.89,47.6,727430.26,8.2,1.0,20.0,22.8,0.0,7.0,0.0,0.0,0.0,0.0,0.0,8.8,0.4,9.0,0.0,0.0,0.0,0.0,0.0,31.8,1.0,0.0,381
138005,pulsar,v1.21.0-incubating-candidate-3,False,0.0,0.0,1.0,0.0,0.0,16.0,-1.0,0.0,1.0,108.0,18.0,90.0,49.0,198.0,67.0,1201.09,16.53,19854.68,2.33,1.0,2.67,4.67,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.33,1.0,0.67,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,381
138006,pulsar,v1.21.0-incubating-candidate-3,False,1.0,0.0,8.0,0.0,0.0,230.0,0.82,0.0,21.0,1872.0,34.0,1342.0,293.0,3214.0,327.0,26847.01,77.86,2090401.96,9.0,1.6,18.8,19.7,0.2,8.3,0.5,0.0,0.0,0.6,0.1,2.9,0.2,8.2,0.0,0.5,0.0,0.0,0.2,32.4,1.7,0.2,381
138007,pulsar,v1.21.0-incubating-candidate-3,False,0.0,0.0,2.0,0.0,0.0,20.0,-1.0,0.0,1.0,178.0,17.0,128.0,51.0,306.0,68.0,1862.76,21.33,39738.96,2.5,1.0,4.0,4.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,2.75,0.25,0.25,0.0,0.0,0.0,0.0,0.0,7.0,2.5,0.0,381
138008,pulsar,v1.21.0-incubating-candidate-3,False,10.0,0.0,9.0,0.0,0.0,170.0,0.0,0.0,15.0,1329.0,27.0,909.0,173.0,2238.0,200.0,17106.95,70.93,1213456.29,7.67,1.67,16.22,17.56,0.0,3.11,0.0,0.0,0.22,0.44,0.0,4.11,1.44,4.67,0.11,0.22,0.0,0.0,0.0,21.0,1.0,0.0,381
138009,pulsar,v1.21.0-incubating-candidate-3,False,5.0,0.0,9.0,0.0,0.0,37.0,0.22,6.0,0.0,136.0,16.0,79.0,32.0,215.0,48.0,1200.77,19.75,23715.15,0.0,1.0,0.43,3.57,0.71,0.0,0.86,0.0,0.0,0.0,0.0,0.43,0.0,0.86,0.0,0.0,0.0,0.0,0.0,4.29,1.0,0.0,381
138010,pulsar,v1.21.0-incubating-candidate-3,False,13.0,5.0,31.0,0.0,0.0,584.0,0.0,13.0,22.0,3198.0,49.0,2032.0,459.0,5230.0,508.0,47010.82,108.46,5098881.72,3.89,2.56,6.8,11.31,1.31,1.31,1.2,0.09,0.29,0.22,0.0,0.98,0.11,1.36,0.18,1.02,0.0,0.0,0.38,16.2,2.07,0.64,381
138011,pulsar,v1.21.0-incubating-candidate-3,False,7.0,0.0,6.0,0.0,0.0,92.0,0.0,3.0,2.0,409.0,38.0,244.0,103.0,653.0,141.0,4662.13,45.01,209840.98,1.5,2.75,6.0,11.75,0.5,0.75,0.5,0.25,0.25,1.0,0.25,2.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,23.5,1.0,1.25,381
138012,pulsar,v1.21.0-incubating-candidate-3,False,10.0,0.0,12.0,0.0,0.0,238.0,0.0,6.0,10.0,1014.0,39.0,700.0,201.0,1714.0,240.0,13552.41,67.91,920350.26,3.23,2.77,7.46,12.62,1.08,2.23,1.08,0.15,0.77,0.08,0.0,1.0,0.23,1.77,0.0,1.31,0.0,0.0,0.54,22.08,1.0,0.92,381
138013,pulsar,v1.21.0-incubating-candidate-3,False,0.0,0.0,1.0,0.0,0.0,29.0,-1.0,0.0,2.0,1014.0,39.0,700.0,201.0,1714.0,240.0,13552.41,67.91,920350.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381
138014,pulsar,v1.21.0-incubating-candidate-3,False,4.0,2.0,5.0,0.0,0.0,132.0,0.22,6.0,7.0,665.0,33.0,521.0,158.0,1186.0,191.0,8986.83,54.41,488957.53,2.75,2.38,3.75,9.0,0.75,1.63,2.25,0.13,0.38,0.38,0.13,0.88,1.75,1.75,0.38,0.75,0.0,0.0,0.0,22.38,23.38,0.25,381
138015,pulsar,v1.21.0-incubating-candidate-3,False,0.0,0.0,1.0,0.0,0.0,13.0,-1.0,0.0,1.0,184.0,13.0,130.0,27.0,314.0,40.0,1671.09,31.3,52298.78,2.0,1.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,381
138016,pulsar,v1.21.0-incubating-candidate-3,False,6.0,0.0,3.0,0.0,0.0,36.0,0.0,0.0,3.0,270.0,20.0,201.0,88.0,471.0,108.0,3181.55,22.84,72669.54,4.33,1.0,7.0,9.33,0.0,1.33,0.0,0.0,0.0,0.0,0.0,2.67,1.33,2.0,0.33,0.0,0.0,0.0,0.0,15.67,1.0,0.0,381
138017,pulsar,v1.21.0-incubating-candidate-3,False,10.0,0.0,17.0,0.0,0.0,477.0,0.25,0.0,13.0,2630.0,33.0,1785.0,252.0,4415.0,285.0,36003.52,116.88,4207911.63,8.91,2.55,14.82,38.0,0.0,8.91,0.0,0.64,0.0,0.55,0.64,5.64,6.91,9.82,2.91,0.82,0.73,0.0,0.0,42.36,0.91,0.18,381
138018,pulsar,v1.21.0-incubating-candidate-3,False,1.0,0.0,12.0,0.0,1.0,491.0,0.64,0.0,9.0,3134.0,42.0,2058.0,250.0,5192.0,292.0,42521.57,172.87,7350788.7,13.64,4.57,26.36,34.57,0.07,12.57,0.36,1.64,1.0,0.07,1.21,4.14,8.57,13.64,3.0,1.29,0.0,0.0,0.07,40.14,1.43,0.64,381
138019,pulsar,v1.21.0-incubating-candidate-3,False,4.0,0.0,15.0,0.0,1.0,698.0,0.82,0.0,15.0,3646.0,40.0,2519.0,381.0,6165.0,421.0,53744.48,132.23,7106684.14,8.25,4.31,18.75,41.56,0.25,8.63,0.0,0.81,0.0,1.19,0.06,5.06,5.75,10.94,0.69,1.38,0.0,0.0,0.69,40.31,1.38,0.0,381
138020,pulsar,v1.21.0-incubating-candidate-3,False,0.0,0.0,4.0,0.0,1.0,179.0,-1.0,0.0,6.0,921.0,38.0,633.0,169.0,1554.0,207.0,11955.68,71.17,850834.01,2.4,1.6,4.4,6.4,0.4,0.8,0.4,0.2,0.2,0.0,0.2,0.4,1.2,0.8,0.0,0.6,0.0,0.0,0.0,9.0,2.6,0.0,381
138021,pulsar,v1.21.0-incubating-candidate-3,False,2.0,0.0,1.0,10.0,0.0,41.0,0.6,0.0,0.0,258.0,23.0,158.0,76.0,416.0,99.0,2757.81,23.91,65933.49,2.6,1.6,6.0,7.0,0.2,0.0,0.0,0.0,0.0,0.6,0.0,1.6,0.2,0.0,0.0,0.6,0.0,0.0,0.6,12.8,1.0,0.6,381
138022,pulsar,v1.21.0-incubating-candidate-3,False,1.0,0.0,5.0,0.0,0.0,60.0,0.0,0.0,2.0,420.0,26.0,288.0,92.0,708.0,118.0,4872.91,40.7,198306.3,2.2,1.6,4.6,10.8,0.0,2.6,0.0,0.4,0.0,0.2,0.0,3.8,0.8,2.8,0.2,0.8,0.0,0.0,0.2,13.6,1.0,0.0,381
138023,pulsar,v1.21.0-incubating-candidate-3,False,0.0,0.0,0.0,0.0,0.0,18.0,-1.0,0.0,1.0,117.0,16.0,93.0,40.0,210.0,56.0,1219.54,18.6,22683.53,3.25,1.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,1.0,0.0,0.0,0.0,0.0,0.0,9.25,0.0,0.0,381
138024,pulsar,v1.21.0-incubating-candidate-3,False,0.0,0.0,1.0,0.0,1.0,28.0,-1.0,0.0,5.0,253.0,22.0,178.0,71.0,431.0,93.0,2818.38,27.58,77723.7,3.0,1.33,6.67,8.0,0.0,2.33,0.0,0.33,0.0,0.0,0.33,3.33,1.0,2.33,0.67,0.33,0.0,0.0,0.0,10.33,3.0,0.0,381
138025,pulsar,v1.21.0-incubating-candidate-3,False,1.0,0.0,2.0,0.0,1.0,73.0,1.0,0.0,5.0,512.0,26.0,370.0,130.0,882.0,156.0,6425.72,37.0,237751.82,4.0,1.75,7.25,16.25,0.25,2.5,0.25,0.0,0.0,0.5,0.0,5.0,1.25,4.25,1.0,0.25,0.0,0.0,0.0,22.5,0.5,0.0,381
138026,pulsar,v1.21.0-incubating-candidate-3,False,9.0,0.0,12.0,0.0,0.0,299.0,0.33,0.0,24.0,2278.0,35.0,1605.0,255.0,3883.0,290.0,31762.59,110.15,3498555.54,5.8,2.1,8.0,29.2,0.4,6.5,0.6,0.0,0.9,0.2,0.1,2.1,13.3,7.8,0.1,0.3,0.6,0.0,0.0,25.1,1.1,0.1,381
138027,pulsar,v1.21.0-incubating-candidate-3,False,1.0,0.0,3.0,0.0,1.0,387.0,0.8,0.0,10.0,2338.0,39.0,1490.0,179.0,3828.0,218.0,29736.61,162.32,4826799.95,10.6,9.2,22.0,76.8,0.0,17.0,0.0,5.4,1.8,0.8,0.0,7.0,16.2,21.2,3.8,1.2,0.0,0.0,0.4,37.4,2.2,0.0,381
138028,pulsar,v1.21.0-incubating-candidate-3,False,2.0,0.0,5.0,0.0,0.0,114.0,0.0,1.0,12.0,711.0,29.0,547.0,168.0,1258.0,197.0,9588.54,47.21,452687.59,4.33,1.17,9.0,19.0,0.33,5.0,1.33,0.0,0.17,0.0,0.0,2.17,2.17,6.17,0.17,0.0,0.33,0.0,0.17,19.17,1.83,0.0,381
138029,pulsar,v1.21.0-incubating-candidate-3,False,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,711.0,29.0,547.0,168.0,1258.0,197.0,9588.54,47.21,452687.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381
138030,pulsar,v1.21.0-incubating-candidate-3,False,1.0,0.0,7.0,0.0,1.0,401.0,0.89,0.0,11.0,2166.0,43.0,1513.0,237.0,3679.0,280.0,29907.63,137.26,4104980.26,9.22,5.22,18.0,44.0,0.0,13.78,0.0,2.0,1.11,1.22,0.56,5.89,7.89,14.11,5.11,1.56,0.0,0.0,0.78,38.33,1.67,1.89,381
138031,pulsar,v1.21.0-incubating-candidate-3,False,9.0,0.0,13.0,0.0,0.0,241.0,0.0,0.0,15.0,1463.0,28.0,950.0,199.0,2413.0,227.0,18885.46,66.83,1262194.16,6.67,1.33,19.0,40.67,0.0,7.33,0.17,0.17,0.0,0.17,0.0,0.83,4.0,8.33,0.17,0.33,1.33,0.0,0.0,38.5,1.0,0.33,381
138032,pulsar,v1.21.0-incubating-candidate-3,False,0.0,0.0,28.0,0.0,1.0,784.0,-1.0,0.0,22.0,4364.0,45.0,2996.0,383.0,7360.0,428.0,64337.2,176.01,11323682.64,8.17,2.72,14.55,23.83,0.17,7.72,0.07,0.83,0.28,0.41,0.17,3.45,3.79,8.45,0.97,0.93,0.03,0.0,0.1,33.38,1.17,0.0,381
138033,pulsar,v1.21.0-incubating-candidate-3,False,14.0,0.0,38.0,0.0,0.0,587.0,0.28,0.0,33.0,4426.0,38.0,2865.0,444.0,7291.0,482.0,64983.88,122.6,7967111.03,6.92,1.64,15.24,23.6,0.16,5.0,0.16,0.0,0.04,0.56,0.0,3.08,3.88,5.04,0.12,0.56,0.68,0.0,0.24,29.16,0.96,0.16,381
