,Project,Version,Bugged,NumberOfFields,NumberOfPublicFields,NumberOfPublicMethods_Designite,NumberOfChildren,DepthOfInheritance,LOCClass,LCOM,FANIN,FANOUT,TotalNumberOfOperators,NumberOfDistinctOperators,TotalNumberOfOperands,NumberOfDistinctOperands,Length,Vocabulary,Volume,Difficulty,Effort,CBO,WMC_CK,RFC,LOCMethod_CK,Returns,NumberOfVariables,NumberOfParameters_CK,NumberOfLoops,NumberOfComparisons,NumberOfTryCatch,NumberOfParenthesizedExps,NumberOfStringLiterals,NumberOfNumbers,NumberOfAssignments,NumberOfMathOperations,MaxNumberOfNestedBlocks,NumberOfAnonymousClasses,NumberOfInnerClasses,NumberOfLambdas,NumberOfUniqueWords,NumberOfModifiers,NumberOfLogStatements,index
394795,commons-lang,LANG_3_0_RC3,False,0.0,0.0,1.0,4.0,0.0,13.0,-1.0,0.0,0.0,14.0,9.0,11.0,10.0,25.0,19.0,106.2,4.95,525.68,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,136
394796,commons-lang,LANG_3_0_RC3,False,1.0,0.0,29.0,0.0,1.0,625.0,0.2,2.0,3.0,1907.0,44.0,869.0,88.0,2776.0,132.0,19555.24,217.25,4248375.47,1.76,6.03,1.36,16.37,3.72,0.54,2.16,0.43,3.28,0.0,1.36,0.1,4.26,2.42,0.0,0.91,0.0,0.0,0.0,39.14,1.49,0.0,136
394797,commons-lang,LANG_3_0_RC3,False,2.0,0.0,27.0,0.0,1.0,631.0,0.15,5.0,5.0,2011.0,46.0,834.0,107.0,2845.0,153.0,20647.27,179.27,3701457.03,1.85,5.82,1.99,15.17,3.45,0.59,2.05,0.48,3.36,0.02,0.32,0.0,0.47,1.01,0.0,0.97,0.0,0.0,0.0,28.88,1.5,0.0,136
394798,commons-lang,LANG_3_0_RC3,True,3.0,0.0,30.0,0.0,1.0,503.0,0.2,5.0,3.0,1269.0,50.0,633.0,118.0,1902.0,168.0,14060.19,134.11,1885614.16,1.82,2.49,1.39,8.9,0.99,0.48,1.21,0.46,0.54,0.01,0.2,0.02,0.66,1.38,1.32,1.06,0.0,0.0,0.0,23.27,1.86,0.0,136
394799,commons-lang,LANG_3_0_RC3,False,2.0,0.0,3.0,0.0,0.0,37.0,0.0,2.0,1.0,68.0,16.0,43.0,21.0,111.0,37.0,578.25,16.38,9472.27,0.5,2.5,0.0,6.5,2.0,0.5,0.5,0.0,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,13.5,1.0,0.0,136
394800,commons-lang,LANG_3_0_RC3,False,4.0,0.0,21.0,0.0,2.0,320.0,0.27,7.0,4.0,762.0,37.0,417.0,112.0,1179.0,149.0,8511.4,68.88,586260.65,1.63,1.7,2.14,5.05,1.13,0.21,1.93,0.16,0.5,0.02,0.0,0.04,0.04,0.41,0.02,0.34,0.0,0.0,0.0,39.68,6.23,0.0,136
394801,commons-lang,LANG_3_0_RC3,False,1.0,0.0,41.0,0.0,1.0,304.0,1.0,1.0,0.0,422.0,14.0,254.0,76.0,676.0,90.0,4388.49,23.39,102667.63,0.0,1.0,0.98,3.0,0.48,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.78,1.0,0.0,136
394802,commons-lang,LANG_3_0_RC3,False,4.0,0.0,63.0,1.0,1.0,649.0,0.0,16.0,4.0,1160.0,35.0,701.0,61.0,1861.0,96.0,12254.62,201.11,2464483.48,2.51,1.0,1.22,4.0,1.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.26,1.07,0.0,136
394803,commons-lang,LANG_3_0_RC3,False,32.0,5.0,22.0,7.0,0.0,1557.0,0.15,18.0,4.0,3409.0,45.0,1842.0,189.0,5251.0,234.0,41327.29,219.29,9062483.24,1.14,1.89,2.6,7.13,0.03,0.24,3.06,0.21,0.26,0.0,0.0,0.01,0.42,0.28,0.0,0.65,0.0,0.0,0.0,25.11,2.91,0.0,136
394804,commons-lang,LANG_3_0_RC3,False,1.0,0.0,0.0,0.0,1.0,23.0,1.0,0.0,1.0,3409.0,45.0,1842.0,189.0,5251.0,234.0,41327.29,219.29,9062483.24,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,136
394805,commons-lang,LANG_3_0_RC3,False,1.0,0.0,0.0,0.0,1.0,20.0,1.0,0.0,1.0,3409.0,45.0,1842.0,189.0,5251.0,234.0,41327.29,219.29,9062483.24,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,136
394806,commons-lang,LANG_3_0_RC3,False,1.0,0.0,0.0,0.0,1.0,21.0,1.0,0.0,1.0,3409.0,45.0,1842.0,189.0,5251.0,234.0,41327.29,219.29,9062483.24,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,136
394807,commons-lang,LANG_3_0_RC3,False,1.0,0.0,0.0,0.0,1.0,24.0,1.0,0.0,1.0,3409.0,45.0,1842.0,189.0,5251.0,234.0,41327.29,219.29,9062483.24,1.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,136
394808,commons-lang,LANG_3_0_RC3,False,1.0,0.0,0.0,0.0,1.0,23.0,1.0,0.0,2.0,3409.0,45.0,1842.0,189.0,5251.0,234.0,41327.29,219.29,9062483.24,1.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,136
394809,commons-lang,LANG_3_0_RC3,False,3.0,0.0,60.0,0.0,0.0,964.0,0.79,0.0,5.0,8149.0,41.0,4135.0,165.0,12284.0,206.0,94420.97,513.74,48508059.3,1.69,6.95,2.71,15.76,0.07,3.12,0.4,0.34,1.88,0.05,1.5,0.24,16.79,6.95,1.4,0.41,0.0,0.0,0.0,13.07,1.03,0.0,136
394810,commons-lang,LANG_3_0_RC3,False,1.0,0.0,5.0,7.0,0.0,25.0,0.0,8.0,1.0,8149.0,41.0,4135.0,165.0,12284.0,206.0,94420.97,513.74,48508059.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136
394811,commons-lang,LANG_3_0_RC3,False,1.0,0.0,3.0,0.0,1.0,20.0,0.67,6.0,1.0,8149.0,41.0,4135.0,165.0,12284.0,206.0,94420.97,513.74,48508059.3,1.0,4.0,1.0,10.0,3.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,136
394812,commons-lang,LANG_3_0_RC3,False,1.0,0.0,1.0,0.0,1.0,7.0,0.0,1.0,0.0,8149.0,41.0,4135.0,165.0,12284.0,206.0,94420.97,513.74,48508059.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136
394813,commons-lang,LANG_3_0_RC3,False,2.0,0.0,9.0,0.0,0.0,82.0,0.45,0.0,3.0,1138.0,25.0,501.0,78.0,1639.0,103.0,10959.17,80.29,879895.25,1.3,1.0,3.8,7.0,0.0,0.7,0.1,0.0,0.0,0.0,0.0,6.3,1.8,1.3,3.5,0.0,0.0,0.0,0.0,10.3,1.3,0.0,136
394814,commons-lang,LANG_3_0_RC3,False,13.0,0.0,77.0,0.0,0.0,858.0,0.7,0.0,9.0,6155.0,37.0,3013.0,178.0,9168.0,215.0,71035.43,313.15,22244665.73,1.86,1.39,2.88,12.89,0.02,2.65,0.28,0.35,0.07,0.0,0.61,0.21,10.25,5.3,0.67,0.37,0.0,0.0,0.0,12.02,1.0,0.0,136
394815,commons-lang,LANG_3_0_RC3,False,1.0,0.0,5.0,0.0,0.0,27.0,0.4,0.0,1.0,6155.0,37.0,3013.0,178.0,9168.0,215.0,71035.43,313.15,22244665.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136
394816,commons-lang,LANG_3_0_RC3,False,1.0,0.0,5.0,0.0,1.0,29.0,0.4,0.0,1.0,6155.0,37.0,3013.0,178.0,9168.0,215.0,71035.43,313.15,22244665.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136
394817,commons-lang,LANG_3_0_RC3,False,0.0,0.0,1.0,0.0,1.0,5.0,-1.0,1.0,0.0,6155.0,37.0,3013.0,178.0,9168.0,215.0,71035.43,313.15,22244665.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136
394818,commons-lang,LANG_3_0_RC3,False,1.0,0.0,1.0,1.0,1.0,7.0,0.0,1.0,0.0,6155.0,37.0,3013.0,178.0,9168.0,215.0,71035.43,313.15,22244665.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136
394819,commons-lang,LANG_3_0_RC3,False,1.0,0.0,1.0,1.0,2.0,7.0,0.0,1.0,0.0,6155.0,37.0,3013.0,178.0,9168.0,215.0,71035.43,313.15,22244665.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136
394820,commons-lang,LANG_3_0_RC3,False,1.0,0.0,1.0,0.0,3.0,7.0,0.0,1.0,0.0,6155.0,37.0,3013.0,178.0,9168.0,215.0,71035.43,313.15,22244665.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136
394821,commons-lang,LANG_3_0_RC3,False,1.0,0.0,3.0,0.0,1.0,12.0,0.0,0.0,0.0,6155.0,37.0,3013.0,178.0,9168.0,215.0,71035.43,313.15,22244665.73,0.0,1.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,136
394822,commons-lang,LANG_3_0_RC3,False,1.0,0.0,3.0,0.0,0.0,15.0,0.0,0.0,0.0,6155.0,37.0,3013.0,178.0,9168.0,215.0,71035.43,313.15,22244665.73,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,136
394823,commons-lang,LANG_3_0_RC3,False,1.0,0.0,3.0,0.0,0.0,15.0,0.0,0.0,0.0,6155.0,37.0,3013.0,178.0,9168.0,215.0,71035.43,313.15,22244665.73,1.0,2.5,1.0,4.5,2.5,0.0,0.5,0.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,6.0,1.0,0.0,136
394824,commons-lang,LANG_3_0_RC3,False,3.0,0.0,1.0,0.0,0.0,10.0,0.0,2.0,1.0,6155.0,37.0,3013.0,178.0,9168.0,215.0,71035.43,313.15,22244665.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136
394825,commons-lang,LANG_3_0_RC3,False,2.0,0.0,3.0,0.0,0.0,13.0,1.0,2.0,3.0,6155.0,37.0,3013.0,178.0,9168.0,215.0,71035.43,313.15,22244665.73,1.0,1.0,0.5,3.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,3.5,1.0,0.0,136
394826,commons-lang,LANG_3_0_RC3,False,10.0,0.0,8.0,0.0,0.0,87.0,0.25,0.0,2.0,403.0,22.0,221.0,47.0,624.0,69.0,3811.72,51.72,197155.1,1.64,1.0,0.91,4.18,0.0,0.36,0.73,0.0,0.0,0.0,0.0,2.18,3.27,0.73,0.0,0.0,0.0,0.0,0.0,7.0,0.91,0.0,136
394827,commons-lang,LANG_3_0_RC3,False,4.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,403.0,22.0,221.0,47.0,624.0,69.0,3811.72,51.72,197155.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136
394828,commons-lang,LANG_3_0_RC3,False,1.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,403.0,22.0,221.0,47.0,624.0,69.0,3811.72,51.72,197155.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136
394829,commons-lang,LANG_3_0_RC3,False,4.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,403.0,22.0,221.0,47.0,624.0,69.0,3811.72,51.72,197155.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136
394830,commons-lang,LANG_3_0_RC3,False,1.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,403.0,22.0,221.0,47.0,624.0,69.0,3811.72,51.72,197155.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136
394831,commons-lang,LANG_3_0_RC3,False,8.0,0.0,53.0,0.0,0.0,421.0,0.91,0.0,6.0,3482.0,39.0,1748.0,156.0,5230.0,195.0,39786.34,218.5,8693314.75,1.48,1.16,2.89,7.61,0.16,1.0,0.11,0.0,0.0,0.16,2.36,0.39,16.48,2.07,6.66,0.16,0.0,0.0,0.0,10.89,1.0,0.0,136
394832,commons-lang,LANG_3_0_RC3,False,1.0,0.0,1.0,0.0,0.0,9.0,0.0,4.0,2.0,3482.0,39.0,1748.0,156.0,5230.0,195.0,39786.34,218.5,8693314.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136
394833,commons-lang,LANG_3_0_RC3,False,1.0,0.0,1.0,0.0,0.0,9.0,0.0,4.0,2.0,3482.0,39.0,1748.0,156.0,5230.0,195.0,39786.34,218.5,8693314.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136
394834,commons-lang,LANG_3_0_RC3,False,1.0,0.0,4.0,0.0,0.0,22.0,0.0,0.0,1.0,3482.0,39.0,1748.0,156.0,5230.0,195.0,39786.34,218.5,8693314.75,0.0,1.0,0.0,3.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,136
394835,commons-lang,LANG_3_0_RC3,False,2.0,0.0,3.0,0.0,1.0,22.0,0.67,0.0,1.0,3482.0,39.0,1748.0,156.0,5230.0,195.0,39786.34,218.5,8693314.75,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,136
394836,commons-lang,LANG_3_0_RC3,False,3.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,3482.0,39.0,1748.0,156.0,5230.0,195.0,39786.34,218.5,8693314.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136
394837,commons-lang,LANG_3_0_RC3,False,2.0,0.0,9.0,0.0,0.0,82.0,0.45,0.0,4.0,1523.0,25.0,661.0,81.0,2184.0,106.0,14693.78,102.01,1498856.09,1.3,1.0,3.8,7.0,0.0,0.7,0.1,0.0,0.0,0.0,0.0,14.0,1.8,1.3,3.9,0.0,0.0,0.0,0.0,11.2,1.3,0.0,136
394838,commons-lang,LANG_3_0_RC3,False,2.0,0.0,9.0,0.0,0.0,82.0,0.45,0.0,3.0,1118.0,25.0,481.0,79.0,1599.0,104.0,10714.0,76.11,815417.01,1.3,1.0,3.8,7.0,0.0,0.7,0.1,0.0,0.0,0.0,0.0,6.3,1.8,1.3,3.5,0.0,0.0,0.0,0.0,10.4,1.3,0.0,136
394839,commons-lang,LANG_3_0_RC3,False,6.0,0.0,11.0,0.0,0.0,76.0,0.0,0.0,2.0,427.0,21.0,239.0,60.0,666.0,81.0,4222.34,41.83,176599.37,2.5,1.21,2.36,4.5,0.0,1.0,0.21,0.0,0.0,0.0,0.0,0.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,12.29,1.21,0.0,136
394840,commons-lang,LANG_3_0_RC3,False,2.0,0.0,0.0,0.0,0.0,4.0,-1.0,0.0,0.0,427.0,21.0,239.0,60.0,666.0,81.0,4222.34,41.83,176599.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136
394841,commons-lang,LANG_3_0_RC3,False,2.0,0.0,8.0,0.0,0.0,79.0,0.4,0.0,3.0,1105.0,25.0,483.0,74.0,1588.0,99.0,10527.42,81.59,858909.3,1.4,1.0,3.6,7.1,0.0,0.7,0.0,0.0,0.0,0.0,0.0,6.3,1.8,1.3,3.4,0.0,0.0,0.0,0.0,10.0,1.6,0.0,136
394842,commons-lang,LANG_3_0_RC3,False,1.0,0.0,9.0,0.0,0.0,80.0,0.45,0.0,3.0,973.0,24.0,422.0,71.0,1395.0,95.0,9164.95,71.32,653680.28,1.3,1.0,3.4,6.9,0.0,0.6,0.1,0.0,0.0,0.0,0.0,6.2,1.8,1.2,0.0,0.0,0.0,0.0,0.0,9.3,1.3,0.0,136
394843,commons-lang,LANG_3_0_RC3,False,3.0,0.0,9.0,0.0,0.0,95.0,0.45,0.0,4.0,1188.0,27.0,511.0,85.0,1699.0,112.0,11565.7,81.16,938658.28,1.4,1.0,3.6,7.1,0.0,0.7,0.0,0.0,0.0,0.0,0.0,6.3,1.8,1.3,3.4,0.0,0.0,0.0,0.0,10.5,1.6,0.0,136
394844,commons-lang,LANG_3_0_RC3,False,27.0,0.0,91.0,0.0,0.0,757.0,0.22,0.0,15.0,7316.0,37.0,3059.0,248.0,10375.0,285.0,84606.24,228.19,19306427.06,1.95,1.04,3.91,7.23,0.05,1.1,0.09,0.0,0.03,0.04,0.0,3.81,1.78,1.72,2.43,0.06,0.0,0.0,0.0,12.24,0.99,0.0,136
394845,commons-lang,LANG_3_0_RC3,False,2.0,0.0,0.0,1.0,0.0,4.0,-1.0,1.0,0.0,7316.0,37.0,3059.0,248.0,10375.0,285.0,84606.24,228.19,19306427.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136
394846,commons-lang,LANG_3_0_RC3,False,2.0,0.0,0.0,0.0,1.0,4.0,-1.0,1.0,0.0,7316.0,37.0,3059.0,248.0,10375.0,285.0,84606.24,228.19,19306427.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136
394847,commons-lang,LANG_3_0_RC3,False,1.0,0.0,2.0,0.0,0.0,11.0,1.0,1.0,1.0,7316.0,37.0,3059.0,248.0,10375.0,285.0,84606.24,228.19,19306427.06,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,136
394848,commons-lang,LANG_3_0_RC3,False,0.0,0.0,1.0,0.0,0.0,5.0,-1.0,0.0,1.0,7316.0,37.0,3059.0,248.0,10375.0,285.0,84606.24,228.19,19306427.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136
394849,commons-lang,LANG_3_0_RC3,False,1.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,2.0,7316.0,37.0,3059.0,248.0,10375.0,285.0,84606.24,228.19,19306427.06,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,136
394850,commons-lang,LANG_3_0_RC3,False,1.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,2.0,7316.0,37.0,3059.0,248.0,10375.0,285.0,84606.24,228.19,19306427.06,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,136
394851,commons-lang,LANG_3_0_RC3,False,1.0,0.0,3.0,0.0,0.0,14.0,1.0,1.0,1.0,7316.0,37.0,3059.0,248.0,10375.0,285.0,84606.24,228.19,19306427.06,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,136
394852,commons-lang,LANG_3_0_RC3,False,1.0,0.0,2.0,0.0,0.0,9.0,1.0,2.0,2.0,7316.0,37.0,3059.0,248.0,10375.0,285.0,84606.24,228.19,19306427.06,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,136
394853,commons-lang,LANG_3_0_RC3,False,2.0,0.0,3.0,0.0,0.0,13.0,1.0,2.0,2.0,7316.0,37.0,3059.0,248.0,10375.0,285.0,84606.24,228.19,19306427.06,0.5,1.0,0.5,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,4.5,1.0,0.0,136
394854,commons-lang,LANG_3_0_RC3,False,1.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,7316.0,37.0,3059.0,248.0,10375.0,285.0,84606.24,228.19,19306427.06,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,136
394855,commons-lang,LANG_3_0_RC3,False,8.0,0.0,0.0,0.0,0.0,13.0,-1.0,1.0,0.0,7316.0,37.0,3059.0,248.0,10375.0,285.0,84606.24,228.19,19306427.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136
394856,commons-lang,LANG_3_0_RC3,False,2.0,0.0,0.0,1.0,0.0,7.0,-1.0,1.0,0.0,7316.0,37.0,3059.0,248.0,10375.0,285.0,84606.24,228.19,19306427.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136
394857,commons-lang,LANG_3_0_RC3,False,2.0,0.0,0.0,0.0,1.0,7.0,-1.0,1.0,0.0,7316.0,37.0,3059.0,248.0,10375.0,285.0,84606.24,228.19,19306427.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136
394858,commons-lang,LANG_3_0_RC3,False,1.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,7316.0,37.0,3059.0,248.0,10375.0,285.0,84606.24,228.19,19306427.06,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,136
394859,commons-lang,LANG_3_0_RC3,False,3.0,0.0,13.0,0.0,0.0,88.0,1.0,0.0,1.0,321.0,16.0,147.0,60.0,468.0,76.0,2924.03,19.6,57310.99,1.83,1.0,2.75,4.83,0.0,0.92,0.08,0.0,0.0,0.0,0.0,0.92,0.0,0.92,0.0,0.0,0.0,0.0,0.0,12.08,1.0,0.0,136
394860,commons-lang,LANG_3_0_RC3,False,0.0,0.0,0.0,0.0,1.0,2.0,-1.0,0.0,0.0,321.0,16.0,147.0,60.0,468.0,76.0,2924.03,19.6,57310.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136
394861,commons-lang,LANG_3_0_RC3,False,3.0,0.0,0.0,0.0,0.0,17.0,-1.0,6.0,0.0,321.0,16.0,147.0,60.0,468.0,76.0,2924.03,19.6,57310.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136
394862,commons-lang,LANG_3_0_RC3,False,1.0,0.0,1.0,0.0,1.0,33.0,0.0,0.0,0.0,69.0,19.0,49.0,25.0,118.0,44.0,644.21,18.62,11995.24,1.5,2.0,1.5,5.5,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.5,0.0,1.0,0.0,0.0,0.0,39.5,514.5,0.0,136
394863,commons-lang,LANG_3_0_RC3,False,2.0,0.0,1.0,1.0,1.0,36.0,0.0,0.0,0.0,80.0,21.0,55.0,27.0,135.0,48.0,753.97,21.39,16126.58,1.5,2.0,2.0,5.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,31.0,522.5,0.0,136
394864,commons-lang,LANG_3_0_RC3,False,4.0,0.0,8.0,4.0,1.0,170.0,0.2,3.0,1.0,299.0,28.0,173.0,67.0,472.0,95.0,3100.97,36.15,112097.82,1.08,1.58,1.25,5.5,0.83,0.08,0.17,0.0,0.33,0.17,0.0,0.17,0.0,0.5,0.0,0.58,0.0,0.0,0.0,30.5,103.17,0.0,136
394865,commons-lang,LANG_3_0_RC3,False,1.0,0.0,2.0,0.0,0.0,28.0,0.0,0.0,0.0,299.0,28.0,173.0,67.0,472.0,95.0,3100.97,36.15,112097.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136
